Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,ContactSource,TitleType,DepartmentGroup,BuyerAttributes,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
3442b58e-05f4-43b9-b404-bee87308876f,e08878da-c224-4866-8104-c9bb483becbe,Osborn,Aigneis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,81 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+174@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
34572887-d916-4b75-ae13-b2e2cd68946c,c11a1807-1b6f-4f8f-8c8c-791c032e6152,Loren,Joellyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 AT&T Way,Arlington,TX,76011,USA,#N/A,#N/A,#N/A,(323) 387-7082,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+594@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Born in Wichita, Kansas, Darren Woods is a graduate of Texas A&M University, where he earned a Bachelor of Science degree in electrical engineering. He also holds a Master of Business Administration degree from Northwestern's Kellogg School of Management in Evanston, Illinois.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
34687b07-b915-440a-b652-c8b85d358d30,2752c1d1-b795-4735-b9bc-6f4eba1957a3,Gordy,Lilas,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 6686 8203,(03) 6686 8203,0424 286 735,#N/A,#N/A,(03) 6686 8203,jmanningcongagdo+699@gmail.com,Purchasing,Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
34f5a959-2a54-46d4-ba22-dd49e9e919e0,b29abac9-eb9c-46f6-99ed-b5e0ddc6efb4,Guy,Lilllie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(986) 889-3591,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+467@gmail.com,Group VP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
34f6f36c-95dd-4589-ab10-e4c233a53f17,c935334b-cb9e-4908-9239-77fd3b8b88a3,Raviv,Ronna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(293) 243-6884,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+390@gmail.com,Chief Executive Officer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3528d4cc-8871-4082-afaf-bd327aa3542f,078d194d-98c9-441d-97a0-fc6709abf638,Ole,Gabi,#N/A,6 Geraldine St,Valley View,SA,5093,Australia,#N/A,#N/A,#N/A,6 Geraldine St,Valley View,SA,5093,Australia,#N/A,#N/A,#N/A,(08) 6410 7387,(08) 6410 7387,0429 752 539,#N/A,#N/A,(08) 6410 7387,jmanningcongagdo+54@gmail.com,"SVP, Sales",Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
35842b8b-facf-4f07-9b1e-25a3f3901d16,57205e96-d186-40f4-a621-2f371f6f9425,Demott,Jenn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+545@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
35aed5e6-54bd-4714-9b06-e8b115f358cb,02cc958d-8847-454e-abe2-238ebe49cdbc,Umberto,Halli,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4023,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+760@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
35f08df9-443c-4198-a645-fdbc0f17f2f9,2752c1d1-b795-4735-b9bc-6f4eba1957a3,Dylan,Edie,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,350 Collins Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 7295 8064,(03) 7295 8064,0428 239 189,#N/A,#N/A,(03) 7295 8064,jmanningcongagdo+695@gmail.com,EVP Business Development,Business Development,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
36131795-fffc-422a-9bf7-08f40e13c635,b0ea7374-3993-4cf1-9270-4aef56bff254,Kalle,Sindee,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 Art Rooney Avenue,Pittsburgh,PA,15212,USA,#N/A,#N/A,#N/A,(101) 570-8040,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+826@gmail.com,"EVP, General Counsel & Secretary",#N/A,#N/A,#N/A,#N/A,"Ms. Rucker joined Andeavor in March 2016 and is responsible for the company’s Legal and Corporate Affairs functions, which include corporate governance and securities law; litigation; business ethics and compliance; transactions; intellectual property; external and internal communications; community involvement initiatives and federal, state and local government affairs.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
371216c6-abd3-4e80-89c7-055658947140,c3426c5f-a951-4440-baa4-82921033bd4d,Kristo,Clarinda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 Arrowhead Drive,Kansas City,MO,64129,USA,#N/A,#N/A,#N/A,(585) 492-7409,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+731@gmail.com,Executive Chairman,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
372d8115-8de9-4519-80c2-ed3bc5c728eb,c43cfb40-35fe-4227-8931-68e84d5e201c,Ken,Blinnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(425)742-4490,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+206@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
38903b2b-1cd8-48be-bd36-b0d5143eb4b2,64cfb4a0-32fe-46ff-b890-cacf1f5924bc,Onfre,Kari,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(276)956-8747,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+162@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
398a2ff6-e958-4f4d-8b0f-5006df07e227,e911cfb9-d4f3-4e43-a427-f7f8d95b4864,Milo,Bess,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,(03) 6329 8385,(03) 6329 8385,0427 173 220,#N/A,#N/A,(03) 6329 8385,jmanningcongagdo+791@gmail.com,"VP, Purchasing",Finance,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3a7b1969-a73b-4421-b927-3ef9d869659b,b8863ac4-6727-426b-a0d3-8ba897ffc82c,Jason,Stormie,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 7627 8781,(03) 7627 8781,0410 524 770,#N/A,#N/A,(03) 7627 8781,jmanningcongagdo+3@gmail.com,CEO,CEO,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3a87470f-33da-4b6d-a863-44e9b51f4a6d,0e8512ac-27c3-4940-b9b0-962f6eb07b4f,Martino,Felipa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(677) 222-6736,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+284@gmail.com,"EVP, Secretary and General Counsel",#N/A,#N/A,#N/A,#N/A,"Augusto P. Aragone serves as Executive Vice President, Secretary and General Counsel for Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3b2cf367-f2a7-4839-8e35-9fe7a769cd46,5b337efc-12b2-4792-89fc-2ebee809d272,Filberto,Devon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(239) 129-6060,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+538@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Brian Moynihan leads a team of more than 200,000 employees dedicated to making financial lives better for people, companies of every size, and institutional investors across the United States and around the world.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3b536499-790b-4063-ae77-56c8c4e58781,026612b2-880f-4457-a934-74c082417120,Vasily,Chantalle,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3954,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+572@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3b8898c8-7e6b-4d36-9124-41aec6328a08,a802a625-4080-40fb-b088-19efb18331a7,Orton,Glory,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+627@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3bdaaa38-b6d2-4557-8789-f6cee7920c75,a9f41b2a-a06e-49f9-9469-8f9aa9f5475a,Marlow,Tracy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+81 725 925939,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+683@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3ddde7a3-5694-48c4-abf8-cf461ff5b739,9a5c0462-7d1b-4249-b38b-d8fee3a52a45,Alley,Robby,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(319)461-4462,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+247@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3de743a0-9691-47c5-a37a-31e1330948e3,b8d21752-f0e0-4906-9191-6033ab74049e,Lionello,Celestyna,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,(03) 6250 6229,(03) 6250 6229,0430 446 200,#N/A,#N/A,(03) 6250 6229,jmanningcongagdo+792@gmail.com,"SVP, Administration and Finance",Finance,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3eaad691-4605-4d50-a792-2bd637d2764c,808f0ce8-a722-4c71-a0da-2a4e03733216,Sollie,Ashlen,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3979,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+653@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3eda0bf5-9297-4b05-ac30-dfc155f4ab44,34c3137f-c786-42e0-a31e-c63b727a1550,Obadias,Gussie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(682) 477-1719,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+523@gmail.com,CEO,#N/A,#N/A,#N/A,1979-10-28,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3f0e204b-da52-4c2c-b41a-f85fb170f9e1,61861c5a-7879-42b6-bfec-6526a7989c85,Ruben,Astra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(879) 351-6700,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+326@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Randall was named to his current position in 2007. Since then, AT&T has invested to become a global leader in the rapidly converging technology, media and telecommunications (TMT) space, providing integrated solutions that range from premium video entertainment, high-speed Internet and mobility to IP network services, security and the Internet of Things (IoT).",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3f86fcfe-6af4-4470-97b7-fafe9c08b34a,078d194d-98c9-441d-97a0-fc6709abf638,Ransell,Mariann,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4006,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+715@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
3fde2a18-1167-40b9-9fc7-eade54a5d9a0,39a5f6b9-a18b-4ee0-a1e7-b276f715a1cb,Lewes,Gabriel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(694) 546-7587,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+454@gmail.com,CEO,#N/A,#N/A,#N/A,1978-11-25,"John S. Watson, 61, is chairman of the board and chief executive officer of Chevron Corporation, positions he has held since 2010.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
40a70421-f137-45d2-a963-3955c89e6f67,14cc64fe-9216-45ab-8a93-3df687d35746,Alva,Linnet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(826) 246-3244,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+445@gmail.com,"Executive Vice President, External Affairs",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
420b0f3b-2ece-497a-8fe2-ce1a4d06897a,a9f41b2a-a06e-49f9-9469-8f9aa9f5475a,Cart,Lorilyn,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4038,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+802@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4385927e-bcad-4ee1-98e2-55e84100eabd,72c0aaf1-7f4d-4f3f-a5ba-f9b5bca3e544,Anselm,Ketty,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,87 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+163@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
43876633-a4a3-4add-9fa6-2870b2f4134a,d52e313b-fb36-4327-8967-3e938a9cc862,Tremaine,Flory,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(614)472-2797,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+358@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
444e3901-849c-4706-893a-b3f7d81fae52,f6e099b5-20c2-41f3-b0c8-057d41b59d50,Jermayne,Maiga,#N/A,460 Waymouth St,Adelaide,SA,5000,Australia,#N/A,#N/A,#N/A,460 Waymouth St,Adelaide,SA,5000,Australia,#N/A,#N/A,#N/A,(08) 6471 7134,(08) 6471 7134,0424 210 803,#N/A,#N/A,(08) 6471 7134,jmanningcongagdo+145@gmail.com,"EVP, Business Development",Business Development,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
451445dd-5ec9-49df-bc81-d204eee55024,5b337efc-12b2-4792-89fc-2ebee809d272,Lutero,Page,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1101 Russell Street,Baltimore,MD,21230,USA,#N/A,#N/A,#N/A,(536) 303-3293,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+529@gmail.com,Global General Counsel,#N/A,#N/A,#N/A,#N/A,"David G. Leitch is global general counsel for Bank of America, responsible for overseeing the company’s legal functions around the world. Based in Charlotte, he is a member of the bank’s executive management team.learn",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
453328ab-a2b3-45ef-af6b-b2b686ee0bc6,ac74df6f-fad7-4bd8-a606-eeb0f45dbd01,Halsy,Nissy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+490@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
453f56e1-302b-487c-8a9d-43b739c8e1ba,065f7197-60e5-4d10-a0ec-f2f5816afff7,Griffy,Ethelind,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3963,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+581@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
45c0ffd1-1632-495a-85b6-4aefd20e6dc3,ded082ee-40ee-4f25-95c4-c5a66b7a5ddd,Kincaid,Maegan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(999) 212-5990,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+287@gmail.com,SVP and General Counsel,#N/A,#N/A,#N/A,#N/A,"Christopher Todoroff is Humana’s Senior Vice President and General Counsel, with responsibility for legal counsel for all aspects of the Company and Corporate Governance oversight, including the Company's Law Department and Compliance function. He is a member of the Management Team, which sets the firm’s strategic direction, and reports to President and Chief Executive Officer Bruce Broussard.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
464bfb4f-b360-4d85-889a-e683ea81271b,203ff87e-cb03-4dea-bf22-5ec94453d3c1,Martie,Moll,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2001 Blake Street,Denver,CO,80205,USA,#N/A,#N/A,#N/A,(732) 602-5207,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+36@gmail.com,SEVP and COO,#N/A,#N/A,#N/A,#N/A,"Gil leads the team responsible for safe, reliable operations across the globe, including more than 70,000 employees in Airport Customer Service; Cargo; Corporate Safety, Security and Compliance; Delta Connection; Delta Global Services; Delta Private Jets; Flight Operations; In-Flight Service; Information Technology; Operations Analysis and Performance; Operations and Customer Center; Supply Chain Management; and Technical Operations.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4752be6f-aaa6-4201-9789-35ad30cef211,89c33163-5cb6-47d9-b380-7c6347486897,Filberto,Shara,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,32 Railway Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4016,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+753@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
47e08681-2455-42aa-9454-2d506aed5baf,46183cac-0021-4eef-b564-6bf8395c67b6,Hollis,Novelia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(223) 112-7164,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+527@gmail.com,President and CEO,#N/A,#N/A,#N/A,1982-10-28,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4854ddd8-74a7-4c7d-a034-055204744035,dfcafcd7-b448-4357-90a7-83e66d1a9e2a,Duky,Melisa,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4053,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+844@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4a35cccc-5ed7-4df2-9dbf-82d7a2195dc3,cab1e820-8748-47b1-9166-c8b4d5da7a11,Linc,Cinderella,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1265 Lombardi Avenue,Green Bay,WI,54304,USA,#N/A,#N/A,#N/A,(174) 392-7361,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+676@gmail.com,CEO,#N/A,#N/A,#N/A,1974-03-27,"Diana Farrell is the founding President and Chief Executive Officer of the JPMorgan Chase Institute. Previously, Diana was the Global Head of the McKinsey Center for Government, providing research, proprietary data and other tools to support government leaders focused on improving performance.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
4af51c7a-3bd6-447f-9bd7-f7b9169ca6e5,276ba8fc-930f-4421-9227-b4bc2bf12874,Hillel,Eve,#N/A,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,(02) 6817 6366,(02) 6817 6366,0411 837 195,#N/A,#N/A,(02) 6817 6366,jmanningcongagdo+48@gmail.com,CFO,Finance,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
